Master Index,before_after,date_diff,flight_length,label,hierarchy,number_flights_before
15435,before,-1,278.0,oil cooler need maintenance,oil,0
15436,before,-1,5738.0,oil cooler need maintenance,oil,4
15437,same,0,232.0,oil cooler need maintenance,oil,-1
15438,before,-4,6280.0,oil cooler need maintenance,oil,4
15439,before,-1,4043.0,oil cooler need maintenance,oil,2
15440,before,-3,1135.0,oil cooler need maintenance,oil,1
15441,before,-1,2971.0,oil cooler need maintenance,oil,3
15442,before,-1,5143.0,oil cooler need maintenance,oil,0
15443,same,0,201.0,oil cooler need maintenance,oil,-1
15444,after,3,5239.0,oil cooler need maintenance,oil,-1
15445,after,3,4292.0,oil cooler need maintenance,oil,-1
15446,same,0,123.0,oil cooler need maintenance,oil,-1
15447,after,1,5508.0,oil cooler need maintenance,oil,-1
15448,after,1,4074.0,oil cooler need maintenance,oil,-1
15449,after,1,4994.0,oil cooler need maintenance,oil,-1
15450,same,0,4024.0,oil cooler need maintenance,oil,-1
15451,before,-7,29.0,oil cooler need maintenance,oil,3
15452,before,-3,5911.0,oil cooler need maintenance,oil,4
15453,before,-1,5352.0,oil cooler need maintenance,oil,1
15454,after,1,45.0,oil cooler need maintenance,oil,-1
15455,before,-3,5196.0,oil cooler need maintenance,oil,2
15456,after,1,5735.0,oil cooler need maintenance,oil,-1
15457,before,-1,4122.0,oil cooler need maintenance,oil,2
15458,before,-6,7014.0,oil cooler need maintenance,oil,0
15459,after,4,5990.0,oil cooler need maintenance,oil,-1
15460,after,1,9540.0,oil cooler need maintenance,oil,-1
15461,after,2,14.0,oil cooler need maintenance,oil,-1
15462,before,-2,4325.0,oil cooler need maintenance,oil,3
15463,before,-1,107.0,oil cooler need maintenance,oil,3
15464,same,0,92.0,oil cooler need maintenance,oil,-1
15465,before,-1,5524.0,oil cooler need maintenance,oil,2
15466,after,1,637.0,oil cooler need maintenance,oil,-1
15467,after,2,6187.0,oil cooler need maintenance,oil,-1
15468,after,1,14.0,oil cooler need maintenance,oil,-1
15469,same,0,8747.0,oil cooler need maintenance,oil,-1
15470,same,0,4309.0,oil cooler need maintenance,oil,-1
15471,after,1,7937.0,oil cooler need maintenance,oil,-1
15472,after,1,6084.0,oil cooler need maintenance,oil,-1
15473,same,0,14.0,oil cooler need maintenance,oil,-1
15474,before,0,6115.0,oil cooler need maintenance,oil,0
15475,before,-4,6859.0,oil cooler need maintenance,oil,3
15476,after,5,4433.0,oil cooler need maintenance,oil,-1
15477,before,-2,8963.0,oil cooler need maintenance,oil,3
15478,before,-3,3127.0,oil cooler need maintenance,oil,3
15479,same,0,7361.0,oil cooler need maintenance,oil,-1
15480,before,-1,3481.0,oil cooler need maintenance,oil,1
15481,before,-3,5554.0,oil cooler need maintenance,oil,4
15482,after,1,10913.0,oil cooler need maintenance,oil,-1
15483,before,-1,2177.0,oil cooler need maintenance,oil,2
15484,same,0,92.0,oil cooler need maintenance,oil,-1
15485,before,-2,3485.0,oil cooler need maintenance,oil,3
15486,before,-2,6067.0,oil cooler need maintenance,oil,2
15487,before,-2,5928.0,oil cooler need maintenance,oil,4
15488,same,0,45.0,oil cooler need maintenance,oil,-1
15489,same,0,3701.0,oil cooler need maintenance,oil,-1
15490,before,-1,14.0,oil cooler need maintenance,oil,4
15491,before,-4,7479.0,oil cooler need maintenance,oil,4
15492,after,1,4757.0,oil cooler need maintenance,oil,-1
15493,before,-1,4417.0,oil cooler need maintenance,oil,1
15494,same,0,559.0,oil cooler need maintenance,oil,-1
15495,same,0,387.0,oil cooler need maintenance,oil,-1
15496,same,0,2750.0,oil cooler need maintenance,oil,-1
15497,after,3,3996.0,oil cooler need maintenance,oil,-1
15498,after,5,45.0,oil cooler need maintenance,oil,-1
15499,before,-2,5664.0,oil cooler need maintenance,oil,4
15500,same,0,29.0,oil cooler need maintenance,oil,-1
15501,after,1,6893.0,oil cooler need maintenance,oil,-1
15502,same,0,356.0,oil cooler need maintenance,oil,-1
15503,before,-1,6520.0,oil cooler need maintenance,oil,0
15504,after,1,14.0,oil cooler need maintenance,oil,-1
15505,after,1,14.0,oil cooler need maintenance,oil,-1
15506,before,-1,450.0,oil cooler need maintenance,oil,1
15507,before,-2,4572.0,oil cooler need maintenance,oil,0
15508,before,-1,4477.0,oil cooler need maintenance,oil,3
15509,after,1,14.0,oil cooler need maintenance,oil,-1
15510,before,-1,2581.0,oil cooler need maintenance,oil,1
15511,after,5,4509.0,oil cooler need maintenance,oil,-1
15512,after,4,6068.0,oil cooler need maintenance,oil,-1
15513,after,3,14.0,oil cooler need maintenance,oil,-1
15514,after,1,5968.0,oil cooler need maintenance,oil,-1
15515,same,0,45.0,oil cooler need maintenance,oil,-1
15516,before,-1,3918.0,oil cooler need maintenance,oil,1
15517,same,0,2844.0,oil cooler need maintenance,oil,-1
15518,after,1,5415.0,oil cooler need maintenance,oil,-1
15519,after,1,11323.0,oil cooler need maintenance,oil,-1
15520,after,1,3656.0,oil cooler need maintenance,oil,-1
15521,same,0,559.0,oil cooler need maintenance,oil,-1
15522,after,1,60.0,oil cooler need maintenance,oil,-1
15523,after,1,4777.0,oil cooler need maintenance,oil,-1
15524,after,1,1073.0,oil cooler need maintenance,oil,-1
15525,same,0,325.0,oil cooler need maintenance,oil,-1
15526,before,-1,6084.0,oil cooler need maintenance,oil,0
15527,after,1,6084.0,oil cooler need maintenance,oil,-1
15528,same,0,699.0,oil cooler need maintenance,oil,-1
15529,after,2,185.0,oil cooler need maintenance,oil,-1
15530,before,-6,4309.0,oil cooler need maintenance,oil,2
15531,after,1,5224.0,oil cooler need maintenance,oil,-1
15532,after,2,559.0,oil cooler need maintenance,oil,-1
15533,same,0,247.0,oil cooler need maintenance,oil,-1
15534,before,-1,5399.0,oil cooler need maintenance,oil,4
15535,same,0,2783.0,oil cooler need maintenance,oil,-1
15536,after,1,5145.0,oil cooler need maintenance,oil,-1
15537,same,0,637.0,oil cooler need maintenance,oil,-1
15538,after,1,5485.0,oil cooler need maintenance,oil,-1
15539,after,2,730.0,oil cooler need maintenance,oil,-1
15540,before,-3,730.0,oil cooler need maintenance,oil,0
15541,after,1,5298.0,oil cooler need maintenance,oil,-1
15542,before,-3,4823.0,oil cooler need maintenance,oil,2
15543,before,-2,14.0,oil cooler need maintenance,oil,2
15544,before,-1,6216.0,oil cooler need maintenance,oil,0
15545,before,0,6399.0,oil cooler need maintenance,oil,0
15546,after,3,7095.0,oil cooler need maintenance,oil,-1
15547,before,-3,2707.0,oil cooler need maintenance,oil,0
15548,before,-2,8340.0,oil cooler need maintenance,oil,4
15549,same,0,263.0,oil cooler need maintenance,oil,-1
15550,same,0,6488.0,oil cooler need maintenance,oil,-1
15551,before,-1,5928.0,engine failure/fire/time out,engine,4
15552,after,2,2704.0,engine failure/fire/time out,engine,-1
15553,after,1,3142.0,engine failure/fire/time out,engine,-1
15554,after,3,7313.0,engine failure/fire/time out,engine,-1
15555,before,-2,4263.0,engine failure/fire/time out,engine,3
15556,same,0,896.0,engine failure/fire/time out,engine,-1
15557,before,-2,4044.0,engine failure/fire/time out,engine,4
15558,after,1,4443.0,engine failure/fire/time out,engine,-1
15559,before,-2,6099.0,engine failure/fire/time out,engine,3
15560,before,0,263.0,engine failure/fire/time out,engine,0
15561,after,3,9895.0,engine failure/fire/time out,engine,-1
15562,same,0,60.0,engine failure/fire/time out,engine,-1
15563,same,0,1711.0,engine failure/fire/time out,engine,-1
15564,before,-1,2721.0,engine failure/fire/time out,engine,1
15565,after,1,6613.0,engine failure/fire/time out,engine,-1
15566,same,0,26.0,engine failure/fire/time out,engine,-1
15567,same,0,91.0,engine failure/fire/time out,engine,-1
15568,before,-1,5725.0,engine failure/fire/time out,engine,1
15569,after,2,587.0,engine failure/fire/time out,engine,-1
15570,before,-2,14722.0,engine failure/fire/time out,engine,2
15571,before,-3,4543.0,engine failure/fire/time out,engine,3
15572,before,-3,9166.0,engine failure/fire/time out,engine,4
15573,before,-1,6298.0,engine failure/fire/time out,engine,0
15574,same,0,5695.0,engine failure/fire/time out,engine,-1
15575,before,-8,6333.0,engine failure/fire/time out,engine,3
15576,before,-2,4900.0,engine failure/fire/time out,engine,0
15577,same,0,4402.0,engine failure/fire/time out,engine,-1
15578,before,-2,7485.0,engine failure/fire/time out,engine,3
15579,before,-1,60.0,engine failure/fire/time out,engine,2
15580,after,2,12.0,engine failure/fire/time out,engine,-1
15581,after,18,2489.0,engine failure/fire/time out,engine,-1
15582,before,-1,5055.0,engine failure/fire/time out,engine,1
15583,before,-5,671.0,engine failure/fire/time out,engine,4
15584,before,-1,6233.0,engine failure/fire/time out,engine,3
15585,same,0,12182.0,engine failure/fire/time out,engine,-1
15586,before,-1,29.0,engine failure/fire/time out,engine,3
15587,after,1,2022.0,engine failure/fire/time out,engine,-1
15588,before,-1,8730.0,engine failure/fire/time out,engine,4
15589,before,-1,4575.0,engine failure/fire/time out,engine,0
15590,before,-1,40.0,engine failure/fire/time out,engine,2
15591,after,1,481.0,engine failure/fire/time out,engine,-1
15592,before,-3,14209.0,engine failure/fire/time out,engine,2
15593,before,-1,5721.0,engine failure/fire/time out,engine,1
15594,after,3,1539.0,engine failure/fire/time out,engine,-1
15595,before,-1,3656.0,engine failure/fire/time out,engine,2
15596,same,0,5118.0,engine failure/fire/time out,engine,-1
15597,after,4,29.0,engine failure/fire/time out,engine,-1
15598,same,0,4806.0,engine failure/fire/time out,engine,-1
15599,before,-1,7007.0,engine failure/fire/time out,engine,3
15600,same,0,14.0,engine failure/fire/time out,engine,-1
15601,after,1,3500.0,engine failure/fire/time out,engine,-1
15603,before,-1,45.0,engine failure/fire/time out,engine,0
15604,same,0,8888.0,engine failure/fire/time out,engine,-1
15605,same,0,26.0,engine failure/fire/time out,engine,-1
15606,same,0,4513.0,engine failure/fire/time out,engine,-1
15607,same,0,403.0,engine failure/fire/time out,engine,-1
15608,before,-1,14.0,engine failure/fire/time out,engine,2
15609,after,1,29.0,engine failure/fire/time out,engine,-1
15610,after,1,6354.0,engine failure/fire/time out,engine,-1
15611,same,0,5974.0,engine failure/fire/time out,engine,-1
15612,after,23,1119.0,engine failure/fire/time out,engine,-1
15613,same,0,5798.0,engine failure/fire/time out,engine,-1
15614,after,1,3654.0,engine failure/fire/time out,engine,-1
15615,same,0,107.0,engine failure/fire/time out,engine,-1
15616,before,-1,4418.0,engine failure/fire/time out,engine,4
15617,after,24,10635.0,engine failure/fire/time out,engine,-1
15618,after,3,5850.0,engine failure/fire/time out,engine,-1
15619,before,-1,5521.0,engine failure/fire/time out,engine,2
15620,before,0,3280.0,engine failure/fire/time out,engine,0
15621,before,-1,247.0,engine failure/fire/time out,engine,1
15622,same,0,2022.0,engine failure/fire/time out,engine,-1
15623,before,-2,7329.0,engine failure/fire/time out,engine,0
15624,before,-2,4294.0,engine failure/fire/time out,engine,1
15625,after,1,8839.0,engine failure/fire/time out,engine,-1
15626,same,0,481.0,engine failure/fire/time out,engine,-1
15627,same,0,29.0,engine failure/fire/time out,engine,-1
15628,same,0,12.0,engine failure/fire/time out,engine,-1
15629,same,0,60.0,engine failure/fire/time out,engine,-1
15630,before,-1,5568.0,engine failure/fire/time out,engine,0
15631,after,1,559.0,engine failure/fire/time out,engine,-1
15632,same,0,4028.0,engine failure/fire/time out,engine,-1
15633,same,0,265.0,engine failure/fire/time out,engine,-1
15634,before,-2,8668.0,engine failure/fire/time out,engine,1
15635,before,-6,5197.0,engine failure/fire/time out,engine,1
15636,after,3,7484.0,engine failure/fire/time out,engine,-1
15637,same,0,372.0,engine failure/fire/time out,engine,-1
15638,after,1,45.0,engine failure/fire/time out,engine,-1
15639,same,0,14.0,engine failure/fire/time out,engine,-1
15640,before,-1,2378.0,engine failure/fire/time out,engine,3
15641,before,-1,7615.0,engine failure/fire/time out,engine,0
15642,after,1,6347.0,engine failure/fire/time out,engine,-1
15643,same,0,29.0,engine failure/fire/time out,engine,-1
15644,after,1,5492.0,engine failure/fire/time out,engine,-1
15645,after,1,14.0,engine failure/fire/time out,engine,-1
15646,before,-2,3236.0,engine failure/fire/time out,engine,3
15647,before,-1,4959.0,engine failure/fire/time out,engine,1
15648,same,0,6302.0,engine failure/fire/time out,engine,-1
15649,before,-1,5430.0,engine failure/fire/time out,engine,2
15650,after,3,5960.0,engine failure/fire/time out,engine,-1
15651,before,-1,14.0,engine failure/fire/time out,engine,3
15652,before,-1,5275.0,engine failure/fire/time out,engine,3
15653,after,1,2971.0,engine failure/fire/time out,engine,-1
15654,same,0,419.0,engine failure/fire/time out,engine,-1
15655,same,0,6928.0,engine failure/fire/time out,engine,-1
15656,same,0,730.0,engine failure/fire/time out,engine,-1
15657,after,1,2069.0,engine failure/fire/time out,engine,-1
15658,after,1,6222.0,engine failure/fire/time out,engine,-1
15659,same,0,1197.0,engine failure/fire/time out,engine,-1
15660,after,1,450.0,engine failure/fire/time out,engine,-1
15661,before,0,294.0,engine failure/fire/time out,engine,0
15662,after,2,433.0,engine failure/fire/time out,engine,-1
15663,after,1,5680.0,engine failure/fire/time out,engine,-1
15664,same,0,419.0,engine failure/fire/time out,engine,-1
15666,before,-1,8014.0,engine failure/fire/time out,engine,1
15667,after,1,2891.0,engine failure/fire/time out,engine,-1
15668,same,0,45.0,engine failure/fire/time out,engine,-1
15669,same,0,4959.0,engine failure/fire/time out,engine,-1
15670,after,2,5539.0,engine failure/fire/time out,engine,-1
15671,after,1,5664.0,engine failure/fire/time out,engine,-1
15672,after,1,6080.0,engine failure/fire/time out,engine,-1
15673,after,1,6956.0,engine failure/fire/time out,engine,-1
15674,after,1,3080.0,engine failure/fire/time out,engine,-1
15675,before,0,14.0,engine failure/fire/time out,engine,0
15676,same,0,792.0,engine failure/fire/time out,engine,-1
15677,before,-1,3905.0,engine failure/fire/time out,engine,0
15678,same,0,4340.0,engine failure/fire/time out,engine,-1
15679,after,1,6114.0,engine failure/fire/time out,engine,-1
15680,before,-1,6280.0,engine failure/fire/time out,engine,1
15681,before,-7,5444.0,engine failure/fire/time out,engine,4
15682,after,2,29.0,engine failure/fire/time out,engine,-1
15683,after,1,3223.0,engine failure/fire/time out,engine,-1
15684,before,-1,7511.0,engine failure/fire/time out,engine,2
15685,before,-2,26.0,engine failure/fire/time out,engine,4
15686,before,-2,4403.0,engine failure/fire/time out,engine,1
15687,same,0,9367.0,engine failure/fire/time out,engine,-1
15688,after,1,6164.0,engine failure/fire/time out,engine,-1
15689,before,-1,5705.0,engine failure/fire/time out,engine,1
15690,after,1,5009.0,engine failure/fire/time out,engine,-1
15691,before,-1,7886.0,engine failure/fire/time out,engine,3
15692,after,5,14.0,engine failure/fire/time out,engine,-1
15693,before,-1,3874.0,engine failure/fire/time out,engine,1
15694,before,-7,4107.0,engine failure/fire/time out,engine,3
15695,after,3,294.0,engine failure/fire/time out,engine,-1
15696,same,0,29.0,engine failure/fire/time out,engine,-1
15697,before,-1,8855.0,engine failure/fire/time out,engine,1
15698,after,4,8391.0,engine failure/fire/time out,engine,-1
15700,before,-1,29.0,engine failure/fire/time out,engine,4
15701,before,-2,2302.0,engine failure/fire/time out,engine,4
15702,before,-1,11259.0,engine failure/fire/time out,engine,0
15703,before,-8,7036.0,engine failure/fire/time out,engine,0
15704,after,1,4947.0,engine failure/fire/time out,engine,-1
15705,after,3,6519.0,engine failure/fire/time out,engine,-1
15706,same,0,5647.0,engine failure/fire/time out,engine,-1
15707,after,3,5291.0,engine failure/fire/time out,engine,-1
15708,after,1,4090.0,engine failure/fire/time out,engine,-1
15709,same,0,8978.0,engine failure/fire/time out,engine,-1
15710,after,1,5038.0,engine failure/fire/time out,engine,-1
15711,after,4,4400.0,engine failure/fire/time out,engine,-1
15712,before,-1,5741.0,engine failure/fire/time out,engine,1
15714,after,1,3220.0,engine failure/fire/time out,engine,-1
15715,after,1,3983.0,engine failure/fire/time out,engine,-1
15716,before,-1,5103.0,engine failure/fire/time out,engine,2
15717,after,1,4621.0,engine failure/fire/time out,engine,-1
15718,same,0,5695.0,engine failure/fire/time out,engine,-1
15719,same,0,6925.0,engine failure/fire/time out,engine,-1
15720,after,1,7282.0,engine failure/fire/time out,engine,-1
15721,after,3,5207.0,engine failure/fire/time out,engine,-1
15722,before,-1,6193.0,engine failure/fire/time out,engine,3
15723,before,-1,5178.0,engine failure/fire/time out,engine,0
15724,before,-4,3609.0,engine failure/fire/time out,engine,4
15725,after,1,4277.0,engine failure/fire/time out,engine,-1
15726,same,0,5802.0,engine failure/fire/time out,engine,-1
15727,after,1,6643.0,engine failure/fire/time out,engine,-1
15728,after,2,6254.0,engine failure/fire/time out,engine,-1
15729,after,1,76.0,engine failure/fire/time out,engine,-1
15730,before,-1,6332.0,engine failure/fire/time out,engine,2
15731,before,0,5213.0,engine failure/fire/time out,engine,0
15732,before,-1,1788.0,engine failure/fire/time out,engine,0
15733,same,0,60.0,engine failure/fire/time out,engine,-1
15734,before,-1,6955.0,engine failure/fire/time out,engine,2
15735,after,1,2800.0,engine failure/fire/time out,engine,-1
15736,same,0,481.0,engine failure/fire/time out,engine,-1
15737,after,1,4573.0,engine failure/fire/time out,engine,-1
15738,before,-1,5067.0,engine failure/fire/time out,engine,2
15739,before,0,232.0,engine failure/fire/time out,engine,0
15740,before,-2,3574.0,engine failure/fire/time out,engine,4
15741,before,-1,6251.0,engine failure/fire/time out,engine,4
15742,before,-1,6346.0,engine failure/fire/time out,engine,3
15743,before,-1,2194.0,engine failure/fire/time out,engine,0
15744,before,-3,76.0,engine failure/fire/time out,engine,0
15745,before,-1,948.0,engine failure/fire/time out,engine,1
15747,before,-1,5516.0,engine failure/fire/time out,engine,2
15748,before,0,45.0,engine failure/fire/time out,engine,0
15749,after,1,45.0,engine failure/fire/time out,engine,-1
15750,same,0,372.0,engine failure/fire/time out,engine,-1
15751,same,0,60.0,engine failure/fire/time out,engine,-1
15752,before,-2,4751.0,engine failure/fire/time out,engine,4
15753,before,0,574.0,engine failure/fire/time out,engine,0
15754,after,1,6608.0,engine failure/fire/time out,engine,-1
15755,after,1,3918.0,engine failure/fire/time out,engine,-1
15756,before,-1,6784.0,engine failure/fire/time out,engine,1
15757,after,1,6045.0,engine failure/fire/time out,engine,-1
15758,after,1,2903.0,engine failure/fire/time out,engine,-1
15759,after,3,5383.0,engine failure/fire/time out,engine,-1
15760,same,0,7474.0,engine failure/fire/time out,engine,-1
15761,before,-1,76.0,engine failure/fire/time out,engine,3
15762,same,0,4880.0,engine failure/fire/time out,engine,-1
15763,before,-1,3313.0,engine failure/fire/time out,engine,0
15764,after,3,4147.0,engine failure/fire/time out,engine,-1
15765,before,-1,4014.0,engine failure/fire/time out,engine,1
15766,after,1,3655.0,engine failure/fire/time out,engine,-1
15767,after,2,5013.0,engine failure/fire/time out,engine,-1
15768,after,1,2473.0,engine failure/fire/time out,engine,-1
15769,same,0,14.0,engine failure/fire/time out,engine,-1
15770,after,1,4605.0,engine failure/fire/time out,engine,-1
15771,after,1,5227.0,engine failure/fire/time out,engine,-1
15772,same,0,9079.0,engine failure/fire/time out,engine,-1
15773,same,0,434.0,engine failure/fire/time out,engine,-1
15774,before,-3,4278.0,engine failure/fire/time out,engine,4
15775,before,-1,4765.0,engine failure/fire/time out,engine,1
15776,same,0,8447.0,engine failure/fire/time out,engine,-1
15777,same,0,2411.0,engine failure/fire/time out,engine,-1
15779,after,1,5897.0,engine failure/fire/time out,engine,-1
15780,before,-1,5601.0,engine failure/fire/time out,engine,2
15781,after,1,3142.0,engine failure/fire/time out,engine,-1
15782,after,2,3475.0,engine failure/fire/time out,engine,-1
15783,before,-1,5758.0,engine failure/fire/time out,engine,4
15784,before,-1,29.0,engine failure/fire/time out,engine,1
15785,after,2,4901.0,engine failure/fire/time out,engine,-1
15786,after,2,4435.0,engine failure/fire/time out,engine,-1
15787,same,0,5413.0,engine failure/fire/time out,engine,-1
15788,before,-7,6239.0,engine failure/fire/time out,engine,2
15789,same,0,1120.0,engine failure/fire/time out,engine,-1
15790,after,1,5010.0,engine failure/fire/time out,engine,-1
15791,before,-1,4294.0,engine failure/fire/time out,engine,0
15792,after,1,232.0,engine failure/fire/time out,engine,-1
15793,same,0,5414.0,engine failure/fire/time out,engine,-1
15794,before,-1,9602.0,engine failure/fire/time out,engine,1
15795,same,0,154.0,engine failure/fire/time out,engine,-1
15796,before,-8,5788.0,engine failure/fire/time out,engine,4
15797,after,2,12716.0,engine failure/fire/time out,engine,-1
15798,same,0,232.0,engine failure/fire/time out,engine,-1
15799,same,0,1509.0,engine failure/fire/time out,engine,-1
15800,same,0,124.0,engine failure/fire/time out,engine,-1
15801,after,9,45.0,engine failure/fire/time out,engine,-1
15802,after,1,10336.0,engine failure/fire/time out,engine,-1
15803,after,2,4746.0,engine failure/fire/time out,engine,-1
15804,same,0,45.0,engine failure/fire/time out,engine,-1
15805,same,0,12.0,engine failure/fire/time out,engine,-1
15806,after,2,15471.0,engine failure/fire/time out,engine,-1
15807,same,0,683.0,engine failure/fire/time out,engine,-1
15808,after,1,40.0,engine failure/fire/time out,engine,-1
15809,same,0,8560.0,engine failure/fire/time out,engine,-1
15810,after,1,92.0,engine failure/fire/time out,engine,-1
15811,after,1,26.0,engine failure/fire/time out,engine,-1
15812,before,-1,5756.0,engine failure/fire/time out,engine,0
15813,before,-2,419.0,engine failure/fire/time out,engine,2
15814,after,1,7609.0,engine failure/fire/time out,engine,-1
15815,same,0,5711.0,engine failure/fire/time out,engine,-1
15816,before,-1,12.0,engine failure/fire/time out,engine,1
15817,before,-2,4830.0,engine failure/fire/time out,engine,1
15818,before,-1,76.0,engine failure/fire/time out,engine,1
15819,same,0,574.0,engine failure/fire/time out,engine,-1
15820,same,0,4553.0,engine failure/fire/time out,engine,-1
15821,before,-1,3485.0,engine failure/fire/time out,engine,3
15822,before,-4,5802.0,engine failure/fire/time out,engine,4
15823,after,2,9165.0,engine failure/fire/time out,engine,-1
15824,same,0,517.0,engine failure/fire/time out,engine,-1
15825,same,0,4479.0,engine failure/fire/time out,engine,-1
15826,after,1,3391.0,engine failure/fire/time out,engine,-1
15827,same,0,278.0,engine failure/fire/time out,engine,-1
15828,before,-1,3049.0,engine failure/fire/time out,engine,0
15829,before,-5,6114.0,engine failure/fire/time out,engine,4
15830,before,0,4932.0,engine failure/fire/time out,engine,0
15831,same,0,60.0,engine failure/fire/time out,engine,-1
15832,before,-1,4819.0,engine failure/fire/time out,engine,0
15833,after,2,6830.0,engine failure/fire/time out,engine,-1
15834,before,-1,5571.0,engine failure/fire/time out,engine,2
15835,same,0,7733.0,engine failure/fire/time out,engine,-1
15836,same,0,4961.0,engine failure/fire/time out,engine,-1
15837,before,-1,6904.0,engine failure/fire/time out,engine,2
15838,same,0,590.0,engine failure/fire/time out,engine,-1
15839,after,2,6713.0,engine failure/fire/time out,engine,-1
15840,same,0,60.0,engine failure/fire/time out,engine,-1
15841,same,0,45.0,engine failure/fire/time out,engine,-1
15842,after,3,3857.0,engine failure/fire/time out,engine,-1
15843,before,-1,9100.0,engine failure/fire/time out,engine,1
15844,before,-1,9118.0,engine failure/fire/time out,engine,0
15845,after,2,5727.0,engine failure/fire/time out,engine,-1
15846,before,-3,8295.0,engine failure/fire/time out,engine,2
15847,after,3,4291.0,engine failure/fire/time out,engine,-1
15848,before,0,5975.0,engine failure/fire/time out,engine,0
15849,before,-1,5835.0,engine failure/fire/time out,engine,3
15850,same,0,5129.0,engine failure/fire/time out,engine,-1
15851,before,-1,3375.0,engine failure/fire/time out,engine,3
15852,same,0,76.0,engine failure/fire/time out,engine,-1
15853,same,0,325.0,engine failure/fire/time out,engine,-1
15854,before,-1,29.0,engine failure/fire/time out,engine,2
15855,before,-2,3921.0,engine failure/fire/time out,engine,3
15856,before,-1,5101.0,engine failure/fire/time out,engine,4
15857,before,-1,419.0,engine failure/fire/time out,engine,0
15858,before,-8,123.0,engine failure/fire/time out,engine,2
15859,before,-1,5025.0,engine failure/fire/time out,engine,2
15860,before,-2,123.0,engine failure/fire/time out,engine,2
15861,after,1,6217.0,engine failure/fire/time out,engine,-1
15862,before,-2,2998.0,engine failure/fire/time out,engine,2
15863,same,0,3780.0,engine failure/fire/time out,engine,-1
15864,same,0,4403.0,engine failure/fire/time out,engine,-1
15865,after,3,4278.0,engine failure/fire/time out,engine,-1
15866,same,0,450.0,engine failure/fire/time out,engine,-1
15867,after,1,5367.0,engine failure/fire/time out,engine,-1
15868,same,0,4536.0,engine failure/fire/time out,engine,-1
15869,after,1,543.0,engine failure/fire/time out,engine,-1
15870,after,1,10550.0,engine failure/fire/time out,engine,-1
15871,after,1,8029.0,engine failure/fire/time out,engine,-1
15872,before,-1,2473.0,engine failure/fire/time out,engine,3
15873,after,1,60.0,engine failure/fire/time out,engine,-1
15874,before,-1,9195.0,engine failure/fire/time out,engine,0
15875,before,-2,9476.0,engine failure/fire/time out,engine,4
15876,after,3,4978.0,engine failure/fire/time out,engine,-1
15877,before,-2,4335.0,engine failure/fire/time out,engine,0
15878,same,0,5305.0,engine failure/fire/time out,engine,-1
15879,before,-1,166.0,engine failure/fire/time out,engine,1
15880,same,0,76.0,engine failure/fire/time out,engine,-1
15881,before,-2,4620.0,engine failure/fire/time out,engine,4
15882,before,-1,5523.0,engine failure/fire/time out,engine,1
15883,before,-2,6129.0,engine failure/fire/time out,engine,3
15884,before,-1,5258.0,engine failure/fire/time out,engine,1
15885,before,-1,5025.0,engine failure/fire/time out,engine,1
15886,same,0,3282.0,engine failure/fire/time out,engine,-1
15887,before,-1,668.0,engine failure/fire/time out,engine,2
15888,same,0,5928.0,engine failure/fire/time out,engine,-1
15889,same,0,4230.0,engine failure/fire/time out,engine,-1
15890,same,0,605.0,engine failure/fire/time out,engine,-1
15891,same,0,964.0,engine failure/fire/time out,engine,-1
15892,after,1,4543.0,engine failure/fire/time out,engine,-1
15893,after,1,5705.0,engine failure/fire/time out,engine,-1
15894,after,6,2956.0,engine failure/fire/time out,engine,-1
15895,after,1,4247.0,engine failure/fire/time out,engine,-1
15896,after,1,7730.0,engine failure/fire/time out,engine,-1
15897,before,-2,4427.0,engine failure/fire/time out,engine,2
15898,same,0,4029.0,engine failure/fire/time out,engine,-1
15899,before,-2,4837.0,engine failure/fire/time out,engine,3
15900,after,1,4339.0,engine failure/fire/time out,engine,-1
15901,before,-1,1477.0,engine failure/fire/time out,engine,0
15902,before,-2,7639.0,engine failure/fire/time out,engine,0
15903,before,-1,6248.0,engine failure/fire/time out,engine,3
15904,before,-1,5601.0,engine failure/fire/time out,engine,0
15905,before,-1,8372.0,engine failure/fire/time out,engine,0
15906,after,3,6095.0,engine failure/fire/time out,engine,-1
15907,same,0,3951.0,engine failure/fire/time out,engine,-1
15908,before,-2,4315.0,engine failure/fire/time out,engine,3
15910,same,0,3780.0,engine failure/fire/time out,engine,-1
15911,after,9,10706.0,engine failure/fire/time out,engine,-1
15912,before,-1,4401.0,engine failure/fire/time out,engine,3
15913,before,-3,9788.0,engine failure/fire/time out,engine,3
15914,after,1,8755.0,engine failure/fire/time out,engine,-1
15915,before,-1,7178.0,engine failure/fire/time out,engine,3
15916,before,-1,5399.0,engine failure/fire/time out,engine,4
15917,same,0,6925.0,engine failure/fire/time out,engine,-1
15918,after,1,7329.0,engine failure/fire/time out,engine,-1
15919,before,-3,7189.0,engine failure/fire/time out,engine,4
15920,before,-1,8383.0,engine failure/fire/time out,engine,0
15921,before,-1,5493.0,engine failure/fire/time out,engine,4
15922,same,0,512.0,engine failure/fire/time out,engine,-1
15923,after,1,5318.0,engine failure/fire/time out,engine,-1
15924,same,0,808.0,engine failure/fire/time out,engine,-1
15925,before,-1,5554.0,engine failure/fire/time out,engine,2
15926,same,0,1648.0,engine failure/fire/time out,engine,-1
15927,same,0,528.0,engine failure/fire/time out,engine,-1
